movieId,title,bagofwords
3849,The Spiral Staircase (1945), dorothymcguire georgebrent ethelbarrymore kentsmith rhondafleming gordonoliver elsalanchester saraallgood rhyswilliams jamesbell ervillealderson ellencorby myrnadell georgeholmes stanleyprice robertsiodmak richardtyler charleswagenheim larrywheat robertsiodmak horror mystery thriller
7831,Another Thin Man (1939), williampowell myrnaloy virginiagrey ottokruger c.aubreysmith ruthhussey natpendleton patricknowles tomneal phyllisgordon sheldonleonard doncostello harrybellaver williama.poulsen murielhutchison abnerbiberman marjoriemain asta alexanderd'arcy rafaelalcayde murrayalper sandraandreva williambailey roybarcroft brooksbenedict jamesblaine williama.boardway charlesbrokaw paule.burns eddiebuzard richardcalderon georgecalliga anitacamargo stevecarruthers jackrubeclifford frankcoletti ginocorrado nellcraig carmend'antonio joedevlin joedowning ralphdunn dickelliott mattyfain walterfenner miguelfernándezmila jackgardner edwardgargan martingarralaga dickgordon jackgordon eddiegribbon rosemarygrimes georgeguhl jamesguilfoyle eddiehall edwardhearn shemphoward thomase.jackson gladdenjames miltonkibbee tonilarue georgelloyd alphonsemartell thomasmartin patmckee horacemcmahon rudolphmedina tinamenard haroldmiller howardm.mitchell frankmoran albertomorin philipmorris paulnewlan nelliev.nichols williampagan nestorpaiva eddieparker miltonparsons paulpower guyrepp bertroach clairerochelle constantineromanoff ronaldr.rondell ramonros charlessherlock leeshumway franksully williamtannen stanleytaylor fredvelasco blancavischer doodlesweaver w.s.vandyke comedy crime drama mystery romance
1588,George of the Jungle (1997), brendanfraser lesliemann thomashadenchurch richardroundtree gregcruttwell abrahambenrubi hollandtaylor kellymiracco johnbennettperry johncleese michaelchinyamurindi abdoulayengom lydellm.cheshier keithscott spencergarrett jonpennell laurenbowles aftonsmith samanthaharris joseph kaleb bongo tai tookie scooper hopper binx zakery emely nicholaskadi hansschoeber alexanderdenk sven-olethorsen rodneylouisjohnson peterf.giddings terilynjoe michelcamus valerieperri williebrown carriezanoline garrettgriffin harvecook richardelfman noahjohncardoza benjaminjohncardoza deniseholland annefletcher kristiecapozzoli salvassalo melaniegage aurorahallain dianemizota lisaratzin joieshettler sharonferrol-young taranicolehughes robintasha-ford margoblas juancanopii jakegentry timglenn jeannettekerner jewelmcdonald crystalthemonkey bobquinn maryannschmidt samweisman children comedy
6852,In Cold Blood (1967), robertblake scottwilson johnforsythe paulstewart geralds.o'loughlin jeffcorey johngallaudet jamesflavin charlesmcgraw willgeer johnmcliam ruthstorey brendacurrin paulhough vaughntaylor dukehobbie sheldonallman sammythurman raymondhatton sadietruitt myrtleclare tedeccles alchristy donsollars harrietlevitt rhondafultz marylindarapelye paulcarr johncollins pamelacrosley nickdimitri johnc.flinniii paulfrees rooseveltgrier bobbyjohnson richardkelton jameslantz stanlevitt gerryokuneff michaelross bowmanupchurch guyway darlenewilliams oddwilliams richardbrooks crime drama
7375,"Prince & Me, The (2004)", juliastiles lukemably benmiller mirandarichardson jamesfox albertawatson johnbourgeois zacharyknighton stepheno'reilly elisabethwaterston elizabennett devinratray clarepreuss yaanikingmondschein eddieirvine angelotsarouchas jacquestourangeau joannebaron stephensinger sarahmanninen tonymunch johnnelles clausbue jamesmcgowan jeanpearson dagmarbláhová henrikjandorf nielsandersthorn jesperasholt andreaveresová winteravezoli jenniferrobertssmith zdenekmaryska vladimírkulhavý garthhewitt danareznik amystewart richardlee barborakodetová kláraissová evadocolomanska philipcraig dinahwatts davido'kelly robertrussel gogojeanmichelfrancis jannemejovský lenkatermerová emilhelt danpetronijevic jasonburke michaelmclachlan patricianetzer andreamiltner jennifervey paulhuggett kasperklejnstrup marvinlara marthacoolidge comedy romance
3112,'night Mother (1986), sissyspacek annebancroft edberke carolrobbins jenniferroosendahl michaelkenworthy sariwalker clairemalis tommoore drama
7636,Raising Cain (1992), johnlithgow lolitadavidovich stevenbauer francessternhagen gregghenry tombower melharris teriaustin gabriellecarteris bartonheyman amandapombo kathleencallan edhooks jimjohnson karenkahn noemontoya riqboogieespinoza carolynmorrell w.allentaylor scotttownley maryuhland steveschill jamesvanharper geoffcallan johnmcgowan ezraj.stanley briandepalma horror thriller
1089,Reservoir Dogs (1992), harveykeitel timroth michaelmadsen chrispenn stevebuscemi lawrencetierney randybrooks kirkbaltz edwardbunker quentintarantino richturner davidsteen tonycosmo stevopolyi michaelsottile robertruth lawrencebender lindakaye suzanneceleste stevenwright laurielathem mariastrova burrsteers craighamann scottmcelroy jeffreyerinshea gerardvangent rowlandwafford quentintarantino crime mystery thriller
6170,"Black Stallion, The (1979)", kellyreno mickeyrooney terigarr clarencemuse hoytaxton michaelhiggins edmcnamara larbidoghmi johnburton johnbuchanan kristenvigard faustotozzi johnkarlsen leopoldotrieste frankcousins donaldhodson marnemaitland tomdahlgren cass-olé junior star fae-jur olympic rex danielhenning carrollballard adventure children drama
174727,Good Time (2017), robertpattinson bennysafdie buddyduress taliahwebster jenniferjasonleigh barkhadabdi necro peterverby saidamansoor gladysmathon rosegregorio ericpaykert astridcorrales rachelblack hirakishranasaki maynardnicholl benedelman laurenceblum jasonharvey robertclohessy michaelkaufman goranspadina michaelmcclard eloisasantos bryanseslow craigmumsgrant georgeleemiles katehalpern christopherkirk leticiaortega souleymanesysavane mahadeoshivraj dorothifox ratneshdubey tessao'conner jimhandley cliffmoylan peterlinari chrisbreslin evonnewalton lewisdodley taralynnwagner jimdzurenda royjameswilson brendanm.burke jordanvaldez laurasledge jeromefrazier javaughnswindell dionmcbean seanmiller bennydevincenzi joeymcdevitt danielchung afro azulrodriguez jarvis mavrinkirill kjrothweiler michaelshershenovich mr.green roicydulkin scrooge. terrancewilliams kimcarter gianlucacirafici megandodd samanthaelisafon melissagonzalez rodneyhankins carolhoverman andrewkader marissalelogeais michaellorch michaelmelendez christianpatane arisloan bakariwilliams aubrietherrien a-f-r-o sebastianbear-mcclard philcappadora franciscodearriba lucasellioteberl marcosa.gonzalez jibrilgoodman edgarmorais shaunrey saccosarkis bennysafdie joshsafdie crime drama
2406,Romancing the Stone (1984), michaeldouglas kathleenturner dannydevito zacknorman alfonsoarau manuelojeda hollandtaylor maryellentrainor evesmith joenesnow joséchávez evitamuñoz'chachita' camillogarcía rodrigopuebla pacomorayta jorgezamora kymberlyherrin williamh.burtonjr. tedwhite manuele.santiago ronsilver michaelcassidy vincedeadricksr. richarddrown joefinnegan jimmymedearis jefframsey pabloguisakoestinger lornalable joslaniado robertzemeckis action adventure comedy romance
5328,Rain (2001), aliciafulford-wierzbicki sarahpeirse martoncsokas alistairbrowning aaronmurphy davidtaylor chrissherwood clairedougan alisonroutledge pinoscopas rossharper janeirwin tomevans andireveley lurathe christinejeffs drama romance
48997,Perfume: The Story of a Murderer (2006), benwhishaw francescalbiol gonzalocunill rachelhurd-wood andrésherrera simonchandler davidcalder richardfelix birgitminichmayr regwilson catherineboisgontier núriacasas carlosgramaje sianthomas michaelsmiley waltercots perrymillward jancortés bertaros alvaroroque francklefeuvre samdouglas joanserrats jaumemontané bridgetmcconnell dunajové karolineherfurth timothydavies dustinhoffman doraromano carolinavera alanrickman rogersalvany saraforestier ramonpujol corinnaharfouch paulberrondo joannagriffiths jessicaschwarz harrisgordon annagelman lauragelman guillermoayesa annadiogene montserratmasó tobyharper jeromewillis fermíreixach dereksmee albertpérez artursala thomaslenox richardcollins-moore francescapiñón nicobaixas enricarquimbau orioltramvia cristinasolà lauravidal ariadnacabrol maiajenkinson johnhurt ottosander carmelalloret meninaarroutada miquelbordoy òscarbosch carmecapdet carmecontreras robertforcadell susanagoulart pedrogutiérrez ainahuguet perekoniec jordimanuel maribelmartinjulian ricardomestres edgarmoreno jaumenajarro albertoquintana carlosserna sergiatenciasánchez cristianvalencia marcvelasco abrilzamora tomtykwer crime drama thriller
1732,"Big Lebowski, The (1998)", jeffbridges johngoodman juliannemoore stevebuscemi davidhuddleston philipseymourhoffman tarareid philipmoon markpellegrino peterstormare flea torstenvoges jimmiedalegilmore jackkehler johnturturro jamesg.hoosier carlosleon terrenceburton richardgant christianclemenson domirrera gérardl'heureux davidthewlis luelrod mikegomez petersiragusa samelliott marshallmanesh harrybugin jesseflanagan ireneolgalópez luiscolina bengazzara leonrussom ajgiekirkland jonpolito aimeemann jerryhaleva jenniferlamb warrenkeith wendybraun asiacarrera kivadawson jeffdowd robinjohnson jaimeperalta anthonyjsacco joelcoen ethancoen comedy crime
88069,Delhi Belly (2011), imrankhan virdas kunaalroykapur shenaztreasury poornajagannathan kimbodnia pareshganatra vijayraaz satindiranand diptiavlani manojbakshi krishnabansal dhavalbarbhaya divyabhatia zeenabhatia nikitabhatt renukabondre v.k.chanana nevilledadachanji pranildarzi rajeshd.desai mansideshmukh ayeshadevitre anushadhandekar nayanidixit lushindubey sashigupta ashrafulhaq janethookway gabrieljohn pradeepkabra sitaramdevasikadam sagarkale zafarkarachiwala jehangirkarkaria visheshkaul aamirkhan habibkhan reyubkhan rameshkhanna ravikhanvilkar rajeshs.khatri rajukher ranikochhar bugsbhargavakrishna mangeshk.kshirsagar abhijitkulkarni avdeshkumar rakeshkumar shubhangilatkar kumarmanav shilpamehta udaybhanmourya sunilpandey rahulpendkalkar salomenarayanapolaki shinjiniraval vanessarewrie rajendrasethi shivamsharma dharmendarsingh rahulsingh sanjaytaneja michaelterry amjadaliwarsi abhinaydeo akshatverma comedy crime
148775,Wizards of Waverly Place: The Movie (2009), selenagomez davidhenrie jaket.austin jenniferstone mariacanals-barrera daviddeluise stevevalentine xaviertorres jenniferalden jazmíncaratini jonathandwayne mariséálvarez bettinamercado veraalbasanta gabrielarosario eldimcorrea nicolediaz ramiro'ramir'delgadoruiz dakotalefronk susanpages loganraskin ruby xensams lei'lahstar levl.spiro adventure children comedy drama fantasy sci-fi
139994,Fracchia contro Dracula (1985), paolovillaggio edmundpurdom gigireder aniapieroni federicabrion giuseppecederna susannamartinková andreagnecco filippodegara paulmuller romanopuppo isabellaferrari danielaferrari larsbloch neriparenti comedy horror
3548,Auntie Mame (1958), rosalindrussell forresttucker coralbrowne fredclark rogersmith patricknowles peggycass janhandzlik joannabarnes pippascott leepatrick willardwaterman robinhughes conniegilchrist yukishimoda brookbyron carolveazie henrybrandon johnalban johnalbright crisalexander walterbacon frankbaker oliveblakeney lelabliss ninaborget peterbourne johncaler evelynceder roydonclark boothcolman maxcutler mortondacosta jackdaly markdana pauldavis margaretdumont mintadurfee saundraedwards adolphfaylauer charlesfogel raoulfreeman kaygarrett robertgates gregorygaye jamesgonzalez randharper michaelharris samharris chesterhayes charlesheard butchhengen gloriaholden dickhudkins terrykelman fredkelsey colinkenny mikelally louiselane perklazelle cajanlee carlm.leviness robertlockelorraine thomasmartin tommcdonough owenmcgiveney frankmclure danielmeyers haroldmiller jackmower solmurgi forbesmurray georgenardelli ronnyman doyeo'dell barbarapepper fredperce jackperrin richardreeves waclawrekwart leodarichards larryrio gladysroach victorromito samsavitsky jeffreysayre hazelshermet deansmith ednasmith smokey bertstevens dubtaylor arthurtovey eleanorevogel glenwalters ruthwarren mortondacosta comedy drama
105801,Escape From Tomorrow (2013), royabramsohn elenaschuber katelynnrodriguez jackdalton daniellesafady annetmahendru leearmstrong kimberlyablesjindra treyloney amylucas alisonlees-taylor jakobsalvati markable anthonyoporta alexisottier cliftonperry rebekahcobaugh ginagroce elijane amybloom kurtyamamoto mikefujimoto davidoh justinshilton zachpierce douglasvanlaningham zannaar stassklassen marcellrentemeister noageller mikedolan robmervin johndaviddenison robclark bernadettbelindayork liamoore stevefode timbearden eriksaari edgarpevsner trentbusenitz joshuasalvati annabellasalvati trevormccune nikitabogolyubov mikebrassell ashliegarrett ashleylambert lacimercede kaitlinmorgan madeleinemorgan christiannichols gabriellapastore katiemaepeters berniceruan cindyschoonover allisonshadwick rikkivalentina jackwagner joelwarren randymoore drama fantasy horror
1389,Jaws 3-D (1983), dennisquaid bessarmstrong simonmaccorkindale louisgossettjr. johnputch leathompson p.h.moriarty danblasko lizmorris lisamaurer harrygrant andyhansen p.t.horn johnedson kayestevens richvalliere alonzoward cathycervenka janehorner kathyjenkins stevemellor raymeunnich lesalford garyanstaett scottchristoffel debbieconnoyer marydavisduncan johnfloren johngaffey joegilbert willknickerbocker jackiekuntarich edwardlaurie hollylisker m.j.lloyd carlmazzocone kenolson ronnieparks alpipkin barbaraquinn ireneschubert augustschwartz sanduscott tonyshepherd doloresstarling tamiesteinke danielstewart roxiestice lauriethomas caroltracy lauratracy patricewallace doreenweese jimwilhelm philipettington jonfreda melodygold guymessenger kevintyson joealves action horror
6686,"Medallion, The (2003)", jackiechan leeevans claireforlani juliansands johnrhys-davies anthonychau-sangwong christychung johannmyers alexbao siu-minglau dianac.weng pokfuchow tat-kwongchan wai-cheungmak anthonycarpio brucekhan nicholastse edisonchen scottadkins mattroutledge reubenlangdon markstrange hirohayama guanhuahan neilíconroy billyhill taraleniston nikkiberwick paulandreovski howardgibbins ricknathanson alfredcheung monalynn kirktrutner uril.schwarz ricardomamood-vega matthewsturgess christorres gordonchan action comedy crime fantasy
1995,Poltergeist II: The Other Side (1986), jobethwilliams craigt.nelson heathero'rourke oliverrobins zeldarubinstein willsampson julianbeck geraldinefitzgerald johnp.whitecloud noblecraig susanperetz helenboll kellyjeanpeters jaclynbernstein robertlesser jamieabbott annlouisebardach sydbeard davidbeaman hayleytaylor pamelagordon chelseahertford whithertford rockykrakoff carrielorraine kathywagner billschroeder coreyburton briangibson horror thriller
6945,My Architect: A Son's Journey (2003), edmundbacon edwinapattisondaniels balkrishnadoshi frankgehry philipjohnson louiskahn nathanielkahn sueannkahn haymrichardkatz teddykollek harrietpattison priscillapattison i.m.pei moshesafdie roberta.m.stern alexandratyng annetyng shamsulwares nathanielkahn documentary
562,Welcome to the Dollhouse (1995), heathermatarazzo victoriadavis christinabrucato christinavidal sirihoward brendansextoniii tellypontidis herbieduarte scottcoogan dariakalinina matthewfaber josiahtrager kenleung dimitridefresco ricamartens angelapietropinto billbuell ericmabius staceymoseley willlyman elizabethmartin zsannepitta richardgould beverlyhecht teddycoluca tommyfager jameso'donoghue deannabarillari mollyhowe loreleimahoney charlesmandracchia amandaposner toddsolondz comedy drama
2541,Cruel Intentions (1999), sarahmichellegellar ryanphillippe reesewitherspoon selmablair louisefletcher joshuajackson ericmabius seanpatrickthomas swoosiekurtz christinebaranski alainareed-hall deborahoffner tarareid hertaware hiepthile charlieo'connell frednorris gingerwilliams drewsnyder philhawn jimjenkins guykochlani rogerkumble drama
8447,This Island Earth (1955), jeffmorrow faithdomergue rexreason lancefuller russelljohnson douglasspencer robertnichols karlludwiglindt jackbyron spencerchan richarddeacon colemanfrancis marchamilton edwardhearn edwardingram charlottelander orangey regisparton manuelparís olansoule lesspears lizalottavalesca robertb.williams josephm.newman jackarnold sci-fi
737,Barb Wire (1996), amiraboulela adrianaalexander davidandriole vanessaleeasher ronbalicki jenniferbanko candacekita xanderberkeley tonybill alexbookston gilborgos andreroseybrown markcollver tinacote vinniecurto shellydesai milesdougal kenforsgren darrelheath clinthoward neilhunt dianaleeinosanto udokier henrykingi tiffanylawrence pamelaanderson tomlisterjr. marshallmanesh temueramorrison jacknoseworthy johnpaxton peeweepiemonte steverailsback maryannareyes jeffreydeanrosenthal victoriarowell lorenrubin michaelrusso joeysagal dianeshay harveyshield louisc.simon renestahl nilsallenstewart teo pattitippo dominiquievandenberg aiwan dianewarshay nicholasworth jackwright salvatorxuereb angeliealmendare traceecocco annettculp sarahkrasner darinmangan liviamilano arthurtipp davidhogan action sci-fi
55278,Sleuth (2007), michaelcaine judelaw haroldpinter kennethbranagh carmelo'sullivan kennethbranagh drama mystery thriller
138036,The Man from U.N.C.L.E. (2015), henrycavill armiehammer aliciavikander elizabethdebicki lucacalvani sylvestergroth hughgrant jaredharris christianberkel mishakuznetsov guywilliams mariannadimartino julianmichaeldeuster andreacagliesi riccardocalvanese peterstark davidmenkin pabloscola harrytaurasi riccardoflammini francescodevito lucadellavalle simonacaparrini davidbeckham alexanderananasso joanametrass gabriellogiudice elbiobonsaglio michaelpeluso alanturkington sergiomarini gordonalexander rubiali lascoatkins nicbernasconi nicolasbosc alexanderbracq vivienbridson maxcavenham arpitchaudhary winstonchurchill berncollaço trevorcomber pamelabetsycooper gioacchinojimcuffaro grahamcurry michaeldickins garydouglas amandaedwards guinevereedwards daveevans susangillias davegoshorn craiggoult alexanderhathaway jameshenri-thomas georgehewer johnhiorns adolfhitler philiphoward sayedkassem johnf.kennedy andreakerry jeffersonking hrvojeklecz klemenskoehring jimenalarraguivel rosslearoyd jorgeleonmartinez mickeylewis christophermarsh graysonjamesmatthews stuartmatthews yoninadav claudianewman hugho'brien lazarospasdekis edpearce ginopicciano mikepinfield antoniopiras jamesmichaelrankin anthonyray lucaribezzo davidg.robinson julioromeo christophersciueref samshoubber danieltyler-smith dannyvardanian natashaward brianwernham danielwestwood anickwiget benwright ekaterinazalitko guyritchie action adventure comedy
7316,Confessions of a Teenage Drama Queen (2004), lindsaylohan adamgarcia glenneheadly alisonpill elimarienthal carolkane meganfox sheilamccarthy tommccamus richardfitzpatrick sheilasealy-smith ashleyleggat barbaramamabolo maggieoskam rachaeloskam adammacdonald gerryquigley kylekass connorlynch pedromiguelarce kevindotcombrown brucemcfee dianedouglass courtneytaylor-taylor zoe gregfarkas sarasugarman comedy
111551,Afflicted (2013), dereklee clifprowse michaelgill bayarehaz benjaminzeitoun zachgray jasonlee edovanbreemen garyredekop lilypylee ellenferguson chiaracaggiati domenicodimichele susiebarrow lisebertram agostinoroncallo bartololecari luciadepace andrewferguson paolobasso gregng juliebasso patrickeffiboley grahamfortin briankavanaugh-jones jessesavath ernekreder stéphanejulien hjorturhelgason zackmosley asteriosmoutsokapas adrianbuitenhuis jeremymuir alexanderferguson ianhanlin doreengordon camilladecesare jenguiterrez ulyssedegregorio tasyateles sharleneroyer mikechochand dereklee clifprowse horror sci-fi thriller
7993,"Bucket Of Blood, A (1959)", dickmiller barbouramorris antonycarbone julianburton ednelson johnbrinkley johnhermanshaner judybamber myrtlevail bertconvy jheanburton brunovesota lynnstorey tomdaly alexhassilev georgehoagland paulhorn kennerg.kemp perklazelle sheilanoonan montyo'grady murraypollack jeffreysayre henrytravis rogercorman comedy horror
44,Mortal Kombat (1995), christopherlambert robinshou lindenashby cary-hiroyukitagawa bridgettewilson-sampras talisasoto trevorgoddard chriscasamassa françoispetit keithcooke hakimalston kennethedwards johnfujioka danielhaggard sandyhelberg stevenho peterjason lloydkino gregorymckinney mikalmoore bricestephens frankwelker edboon kevinmichaelrichardson leoanastasio richardbranden jaimeh.campos deannahodges leolee alexmorissen geraldokamura t.j.storm jeffwolfe tomwoodruffjr. paulw.s.anderson action adventure fantasy
4356,Gentlemen Prefer Blondes (1953), janerussell marilynmonroe charlescoburn elliottreid tommynoonan georgewinslow marceldalio taylorholmes normavarden howardwendell stevengeray davidahdar alexakimoff aladdin johnalban gordonarmitage patriciabarker virginiabates harrybaum marybayless kipbehar wallacebickmore eumenioblanco hermanboden juliobonini jackboyle paulbradley harrisbrown edwardc.browne williamcabanne petercamlin harrycareyjr. stevecarruthers albertcavens georgechakiris spencerchan jackchefe beulahchristian johnclose harolde.coates robertcole joancollenette paulcristo genedailey roydamron beckydavis drusilladavis georgedavis jeandebriac charlesderavenne georgedee josettedeegan jeandelval frankdernhammer bobbydiamond deenadikkers jackdodds dandowling arthurdulac harryevans joeevans adolphfaylauer bessflowers georgeford robertfoulk alexfrazer raoulfreeman joelfriend robertfuller edfury kaygarrett kennethgibson joegilbert jamesgonzalez herschelgraham a.camerongrant bennettgreen stanleyhall samharris johnhedloe billhickman chuckhicks georgehoagland stuartholmes cassejaeger richardkean dorothykellogg colinkenny larrykert tommyladd richardlamarr judylandon lisalang joanlarkin henriletondal carlm.leviness raylong shirleylopez robertlockelorraine herblurie warrenmace johnmarlin alphonsemartell erinmartin mattmattox reedmaxcy bertmay frankmclure russellmeeker buzzmiller haroldmiller kingmojave raymontgomery alvymoore rogermoore donaldmoray leomostovoy fredmoultrie jamesmoultrie noelneill julienewmar robertnichols ronnyman williamh.o'brien montyo'grady gaylepace alfredpaix stephenpapich johnpedrini ralphpeters hamilpetroff fosterh.phinney joeploski joseportugal frankradcliffe fredrapport ellenray stevereeves barryregan jackregas suzanneridgway melrobin johnrobinson donm.rosenstock jamesh.russell lorettarussell paulrussell loulettesablon rolfesedan bernardsell harryseymour peggysmith buddyspencer rayspiker normanstevans robertastevenson robertstreet f.philipsylvestre charlestannen marlinatepel leetheodore arthurtovey blaineturner tyravaughn rayweamer johnweidemann dickwessel leowheeler marcwilder maxwillenz jamesyoung howardhawks comedy musical romance
4407,Salvador (1986), jameswoods jimbelushi michaelmurphy johnsavage elpidiacarrillo tonyplana colbychester cynthiagibb willmacmillan valeriewildman josécarlosruiz jorgeluke juanfernández salvadorsánchez rosariozúñiga martínfuentes garyfarr gillesmillinaire johndoe leticiavalenzuela robertososa dariaokugawa sueannmckean joshuagallegos maríarubell tygrandersonjones seanstone dannahansen sigridurgudmunds erikacarlsson karaglover julieconn maríadelcarmensánchez artbonilla gerardozepeda nicolásjasso joséchávez héctortéllez jorgereynoso jorgepol césarsobrevals brunorubeo bobmorones julianaurquisa quetacarrasco maríadelosángelesurquiza tomásleal renepereyra arturorodríguezdoring jairderubin claudiahernández humbertoelizondo marioarévalo gerardoquiroz israelleón mauriciomartínez xochitldelrosario agustínbernal johnmacdevitt billhoag waldeirdesouza ángelvargas miguelehrenberg jimmycarter alejandraflores robertgallo nancyreagan ronaldreagan oliverstone drama thriller war
7054,Little Women (1949), juneallyson peterlawford margareto'brien elizabethtaylor janetleigh rossanobrazzi maryastor lucilewatson c.aubreysmith elizabethpatterson leonames harrydavenport richardwyler conniegilchrist ellencorby dorothyabbott marcibooth harlanbriggs rosaleecalvert melindacasey frankdarien lisagolm eloisehardt junehedin patsyhenry olinhowland scottyhugenberg clarejanekarnback gloriamoore dianenance ralphpeters normanrainey isabelrandolph marilynthorpe maríatorres stuarttorres arthurwalsh willwright mervynleroy drama
6213,Tears of the Sun (2003), brucewillis monicabellucci colehauser eamonnwalker johnnymessner nickchinlund charlesingram paulfrancis chadsmith tomskerritt malickbowens awaovieyiagie akosuabusia hadarbusia-singleton idaonyango fabriceyahvehabimanajr. sammirotibi benjamina.onyango jimmyjean-louis fionnulaflanagan corneliahayeso'herlihy pierrinomascarino petermensah howardmungo kanayochiemelu nkeonyenwankwo alphaosmandavies morrissesay clesloan kobbydankyi lahaifahnbulleh allisondean rodneycharles jewelmcdonald georgereid yannickdoth ousmanesall harryvangorkum michaelclossin anthonyshaw-vaughan randallj.gillet williamwood chinyerea.joyce marthaneavill geraldmichaelburch frederickharrisjr. eltonc.garnerjr. floydw.vaughn johnanyak ganohonansansame kelanibabatunde pelelebacastro haddycham mariamacisse nafisatoucisse ngone'dia khadydieng fortunediginee fidelisezch awinogam santinogarang jozannemarie evelynkabba fatmatakargbo hannahkoroma gabrielmagok sarahm.mansaray sophiamark abrahamnhiany nathanielnyok christianaobani estherquaye marthaquaye aliceb.shaw antoniosuco faustinosuco carmelnyirabimana-izuba markbedell bourkefloyd justinrodgershall jordankirkwood christinemagdalene ameliembaye frankymwangi mary-eudiahonyango alanseabock antoinefuqua action drama thriller
1290,Some Kind of Wonderful (1987), ericstoltz marystuartmasterson leathompson craigsheffer johnashton eliaskoteas mollyhagan maddiecorman janeelliot candacecameronbure chynnaphillips scottcoffey carminecaridi leegarlington lauraleighhughes lauratubelle amylynne michaelbergman megandaniels dalel.evans peterelbling patriciagaul kennethkimmins jamesmacdonald j.patrickmcnamara jonathanschmock jamesvallely litastevens christinespiotta tomashton laurenceelliott cleomurray andytolson stevealterman pamelaanderson cathycavadini ikeeisenmann deborahfallender noelleharling barbaraharris davidmccharen paigepollack bryanscott vernonscott loniackerman robertingino michaelspezzano penelopesudrow howarddeutch drama romance
27426,"Accidental Spy, The (Dak miu mai shing) (2001)", jackiechan erictsang vivianhsu minkim hsing-kuowu muratyilmaz alfredcheung lillianho tat-mingcheung vincentkok hang-sangpoon paulynsun pingha kenchang glorysimon vahdetçakar ahmett.uygun rakelakunyo cheungtatchuen erdemkaya emretannverdi abrimgurgen faithkoroglu waihungchan ericlee bradleyjamesallan paulandreovski anthonycarpio gordonmilne sirosniaros scottadkins ravenchoi tanerbarlas ramazanakboga rezzakaklar karenapostolina steveapostolina kirkbaily sirmabradley stevebulen richardcansino man-chingchan sai-tangchan wilguncinal robertclotworthy davidcowgill wendyculter burakdamah chiu-yaudang ipekdeger hervédécalion richardepcar saidfaraj eddiefrierson elisagabrielli nicholasguest orhangüner fatihhaciosmanoglu serahhenesey jameshills bridgethoffman rifhutton azizd.jamily anthonyrenejones choogynejung selimkocak stevekramer johyoungkwan yungkwan kennedylau sun-himlee lemonliu ediemirman graciemoore sirrimurad jonathannichols erdinçolgaçli raypang paulpape bobpapenbrook stevepinto tonypope stuartrobinson liasargent figenambersenbas michaelsorich pamelaspencer alaystailmis dougstone marksussman hamitsuzen davethomas paxtonwinters man-chunwong ming-singwong stephaniewong kin-waiyan yildirimöcek gordonalexander piggychan teddychan athenachu yusufpiskin mustafapresheva teddychan action comedy thriller
127052,Operation 'Y' & Other Shurik's Adventures (1965), aleksandrdemyanenko mikhailpugovkin alekseismirnov vladimirbasov emmanuilgeller rinazelyonaya viktoruralskiy guseynakhundov valentinaberezutskaya svetlanaageeva natalyaseleznyova vladimirrautbart viktorpavlov valeriynosik georgiygeorgiu natalyagitserot zoyafyodorova lyudmilakovalets sergeyzhirnov viktorzozulin georgiyvitsin yuriynikulin evgeniymorgunov vladimirvladislavskiy mariyakravchunovskaya vladimirkomarovskiy tatyanagradova ninagolovina olegskvortsov ruslanakhmetov glazauskascheslov ninadelektorskaya viktorgeraskin vladimirgulyaev nikolaykazakov valentinapechorina vladimirprikhodko emiliyasudakova igorsurovtsev ivanturchenkov vladimirudalov leonidgaidai comedy crime romance
7792,"Parallax View, The (1974)", warrenbeatty paulaprentiss williamdaniels waltermcginn humecronyn kellythordsen chuckwaters earlhindman williamjoyce bettymurray billmckinney joannharris tedgehring leepulford doriacook-nelson jimdavis joanlemmo kennethmars williamjordan edwardwinter stacykeachsr. fordrainey almabeltran richardbull suzannecohane rondacopland joedireda patsygarrett penelopegillette robertp.lieb williamswan johns.ragin vernonweddle craigr.baxley stevekelley glennr.wilder anthonyzerbe alanj.pakula thriller
5246,Smokey and the Bandit II (1980), burtreynolds jackiegleason jerryreed domdeluise sallyfield paulwilliams patmccormick davidhuddleston mikehenry johnanderson brendalee philbalsley lewdewitt donreid haroldreid meltillis donwilliams terrybradshaw joegreene joeklecko jeffreybryanking nancylenehan johnmegna dudleyremus jerrylester halcarter rickallen chuckyeager patrickmoody johnrobertnicholson anthonyt.townes ritcheybrown nancyleejohnson gayledavis jamesl.buchananii thestatlerbrothers halneedham action comedy
